Match,,,,,
2023-06-23,Player,G,A,OG,Denar
Zeleno,Gal,lll,,l,
,Jan,lll,ll,,
,Bechon,l,,,
,Simon,l,,,
,,,,,
,,,,,
,,,,,
Oranzni,Janez,lllllll,,,
,Gap,lll,lll,,
,Jerry,,llll,,3
,Erik,llllll,lll,,10
*,,,,,
